"kali charan","kali charan"
"badshya khan","badshya khan"
"vikash","vikash"
"devinder chadda","devinder chadda"
"aman","aman"
"mohan singh","mohan singh"
"hemant","hemant"
"shivam","shivam"
"yash mittal","yash mittal"
"aakash","aakash"
"chandesh","chandesh"
"sumit mitra","sumit mitra"
"supriyal sen","supriyal sen"
"gajender singh  goldy","gajender singh  goldy"
"pooran chand sharma","pooran chand sharma"
"irfan","irfan"
"azaruddin","azaruddin"
"mukul yadav","mukul yadav"
"pooran chand sharma","pooran chand sharma"
"manoj","manoj"
"sanjay charee","sanjay charee"
"raja babu","raja babu"
"pawan","pawan"
"sandeep","sandeep"
"rajkumar chawla","rajkumar chawla"
"parvesh","parvesh"
"mohd ataullah","mohd ataullah"
"neeraj kumar","neeraj kumar"
"jamil khan","jamil khan"
"yogita","yogita"
"rijul aggarwal","rijul aggarwal"
"mohd shakib","mohd shakib"
"rahul kumar","rahul kumar"
"rajender","rajender"
"suraj","suraj"
"rizwan","rizwan"
"sandeep","sandeep"
"md mustafa","md mustafa"
"har parsad","har parsad"
"deepak","deepak"
"rahul","rahul"
"abhishekh","abhishekh"
"shelender yadav","shelender yadav"
"sanjay","sanjay"
"ankit","ankit"
"mohd aakib","mohd aakib"
"surender singh chauhan","surender singh chauhan"
"amit","amit"
"arjun","arjun"
"rahul sharma","rahul sharma"
"keshar ansari","keshar ansari"
"raju  chhotu","raju  chhotu"
"kuldeep singh","kuldeep singh"
"santlalgolu","santlalgolu"
"lalit rana","lalit rana"
"pulkit sharma","pulkit sharma"
"aman soni  badal","aman soni  badal"
"jahoor ahmed meer","jahoor ahmed meer"
"sumit","sumit"
"tammanne","tammanne"
"kailash kumar","kailash kumar"
"bhagwati prasad","bhagwati prasad"
"ajay","ajay"
"silender","silender"
"deepak","deepak"
"akhilesh","akhilesh"
"dipendra kumar","dipendra kumar"
"nitin","nitin"
"doodhnath pandit","doodhnath pandit"
"aslam allam","aslam allam"
"rahul","rahul"
"jitender kumar","jitender kumar"
"adnan","adnan"
"vijay","vijay"
"yogesh","yogesh"
"kabir","kabir"
"sarvesh","sarvesh"
"rakesh sarkar","rakesh sarkar"
"akash gupta","akash gupta"
"rahul","rahul"
"pintu thakur","pintu thakur"
"vivek","vivek"
"mohd khairul","mohd khairul"
"farmaan khan","farmaan khan"
"vansu dev","vansu dev"
"vansu dev","vansu dev"
"shyam kumar","shyam kumar"
"shafibul","shafibul"
"lalit kathuriya","lalit kathuriya"
"pooran chand","pooran chand"
"aamir hussain","aamir hussain"
"kamal jit singh","kamal jit singh"
"shiv kumar","shiv kumar"
"mayank chaudhary  rahul","mayank chaudhary  rahul"
"rohit","rohit"
"som dutt","som dutt"
"bablu regar","bablu regar"
"rohit","rohit"
"rajkumar","rajkumar"
"mubarik","mubarik"
"niraj","niraj"
"sarbjeet  ronak","sarbjeet  ronak"
"axat","axat"
"amit","amit"
"anubhav shrivastab","anubhav shrivastab"
"akkash","akkash"
"himanshu","himanshu"
"harsh dagar","harsh dagar"
"anil kumar","anil kumar"
"vijay virmani","vijay virmani"
"vivek auhari","vivek auhari"
"sachin","sachin"
"subhash chand bhatia","subhash chand bhatia"
"bhupender","bhupender"
"raghunandan das","raghunandan das"
"sanjay","sanjay"
"ajay kumar","ajay kumar"
"yognder","yognder"
"subhash","subhash"
"arun  vicky","arun  vicky"
"rahul","rahul"
"vikas","vikas"
"vinod","vinod"
"salman","salman"
"mohan kumar","mohan kumar"
"sandeep meghawal","sandeep meghawal"
"imamudeen","imamudeen"
"sandeep kumar","sandeep kumar"
"tarjan","tarjan"
"kuldeep singh","kuldeep singh"
"murari","murari"
"ramvilash","ramvilash"
"jagdish","jagdish"
"vishal  moni","vishal  moni"
"mohd shahid","mohd shahid"
"ramvilash","ramvilash"
"kuldeep","kuldeep"
"talim","talim"
"nanku prasad","nanku prasad"
"bhola sarkar","bhola sarkar"
"balraj","balraj"
"ravindra kumar","ravindra kumar"
"rohit kumar","rohit kumar"
"uttam kumar  sanki","uttam kumar  sanki"
"babalu sen","babalu sen"
"rustam shah","rustam shah"
"sukhdev","sukhdev"
"b vikjay kumar","b vikjay kumar"
"dolly  rekha w/o monto shah","dolly  rekha w/o monto shah"
"gopal sharma","gopal sharma"
"beeru","beeru"
"vipin","vipin"
"manish garg","manish garg"
"guddu","guddu"
"jatin  sonu","jatin  sonu"
"amit kumar","amit kumar"
"amit kumar","amit kumar"
"shadab","shadab"
"rakesh","rakesh"
"guddu","guddu"
"abhishek","abhishek"
"gulfam","gulfam"
"phoolwati  phoolo devi","phoolwati  phoolo devi"
"mohit maan","mohit maan"
"veer bhan singh","veer bhan singh"
"dinesh kumar","dinesh kumar"
"amarjeet","amarjeet"
"satyadev","satyadev"
"mohd. mukhtaar","mohd. mukhtaar"
"rishi","rishi"
"esrail khan","esrail khan"
"suresh kumar","suresh kumar"
"pankaj chand","pankaj chand"
"ajay narayan","ajay narayan"
"mohit  himanshu","mohit  himanshu"
"sumit","sumit"
"saddam","saddam"
"nikhleshwar bhagat","nikhleshwar bhagat"
"jai singh","jai singh"
"deepak","deepak"
"sunil kumar","sunil kumar"
"ram kishan","ram kishan"
"arun","arun"
"virender","virender"
"bishun","bishun"
"pritam singh","pritam singh"
"akash gupta","akash gupta"
"kishan","kishan"
"mohd kausar","mohd kausar"
"sachin","sachin"
"harman singh","harman singh"
"deepak","deepak"
"rajbir","rajbir"
"vinod lal","vinod lal"
"chander shaker","chander shaker"
"krishan","krishan"
"ram ji","ram ji"
"jony","jony"
"mohammad ali","mohammad ali"
"ashok kumar s/o","ashok kumar s/o"
"ravinder  bacchi","ravinder  bacchi"
"amit","amit"
"guman singh basyal","guman singh basyal"
"amardeep","amardeep"
"jagdish","jagdish"
"bharat","bharat"
"azaz","azaz"
"raja kumar","raja kumar"
"parveen","parveen"
"mahabir prasad","mahabir prasad"
"kartik  kaku","kartik  kaku"
"shubham yadav","shubham yadav"
"yogesh","yogesh"
"madan","madan"
"rashid","rashid"
"jitender","jitender"
"pawan kumar","pawan kumar"
"vivek","vivek"
"pintu kumar","pintu kumar"
"deep","deep"
"dharmbir","dharmbir"
"rishi kakdia","rishi kakdia"
"kunal  kannu","kunal  kannu"
"arman ansari","arman ansari"
"avinsh","avinsh"
"karan","karan"
"sandeep kumar","sandeep kumar"
"sagar","sagar"
"nikhil","nikhil"
"raman","raman"
"sujen manjhi","sujen manjhi"
"abhijeet","abhijeet"
"anshu","anshu"
"sahil","sahil"
"aditya som","aditya som"
"gaurav","gaurav"
"raja kumar","raja kumar"
"sunil","sunil"
"ravi kumar","ravi kumar"
"shankar kumar","shankar kumar"
"vishvash","vishvash"
"sonia","sonia"
"santosh","santosh"
"kayamuddin","kayamuddin"
"rohit kumar","rohit kumar"
"nandkishore karpenter","nandkishore karpenter"
"lala bhai","lala bhai"
"kishan rai","kishan rai"
"mahender kumar","mahender kumar"
"deepak","deepak"
"mohd afzal","mohd afzal"
"satender","satender"
"shiv prasad singh","shiv prasad singh"
"mobin","mobin"
"khokan sarkar","khokan sarkar"
"vikash","vikash"
"krisana braman","krisana braman"
"vipol","vipol"
"sanjay","sanjay"
"mohd miraj ansari","mohd miraj ansari"
"rajmani","rajmani"
"harbir  singh","harbir  singh"
"mohan","mohan"
"farid","farid"
"yuvraj kumar","yuvraj kumar"
"charan jeet singh","charan jeet singh"
"satish kumar","satish kumar"
"gappu","gappu"
"nazeem","nazeem"
"aamir","aamir"
"vivek sharma","vivek sharma"
"sandeep","sandeep"
"gutam","gutam"
"prakul","prakul"
"birjesh","birjesh"
"sahil tigga","sahil tigga"
"girishi chand","girishi chand"
"pavan sharma","pavan sharma"
"ikramuddin","ikramuddin"
"sajan","sajan"
"molu","molu"
"dilawar","dilawar"
"naval kishore","naval kishore"
"sanjay","sanjay"
"ajahar","ajahar"
"sanjeev","sanjeev"
"raman ralhan","raman ralhan"
"raman ralhan","raman ralhan"
"rohit","rohit"
"prem chand","prem chand"
"sandhaya","sandhaya"
"ashish","ashish"
"irfan","irfan"
"jang bahadur","jang bahadur"
"om parkash ahuja","om parkash ahuja"
"kamre alam","kamre alam"
"md. raju","md. raju"
"dinesh","dinesh"
"satpal","satpal"
"ram pyare","ram pyare"
"suraj singh","suraj singh"
"ashfaq","ashfaq"
"shaid","shaid"
"vikas gupta","vikas gupta"
"vijay singh","vijay singh"
"hari ram","hari ram"
"manoj kumar","manoj kumar"
"parash das","parash das"
"mehraj","mehraj"
"chetan","chetan"
"bhanwar lal","bhanwar lal"
"sanavvar","sanavvar"
"rahul sharma","rahul sharma"
"mustaq","mustaq"
"ramkaran verma","ramkaran verma"
"mukhtyar hussain","mukhtyar hussain"
"vakil","vakil"
"bilal malik","bilal malik"
"radheshyam sen","radheshyam sen"
"mukesh","mukesh"
"sunil kumar","sunil kumar"
"sunny","sunny"
"jitender rajak","jitender rajak"
"brahamprakash s/o meer singh","brahamprakash s/o meer singh"
"raju singh","raju singh"
"sobit saini","sobit saini"
"inder dutt","inder dutt"
"shakir","shakir"
"haseen ahmed","haseen ahmed"
"kiran","kiran"
"gulam rashul","gulam rashul"
"rajan","rajan"
"ayush","ayush"
"suraj","suraj"
"sehboob","sehboob"
"sanjay kumar s/o","sanjay kumar s/o"
"manish","manish"
"amit kumar yadav","amit kumar yadav"
"divaraj","divaraj"
"kamlesh","kamlesh"
"rajiv bagoriya","rajiv bagoriya"
"abhinav chaudhary","abhinav chaudhary"
"rahul","rahul"
"devender singh s/o shrinath r/o kh. no. 72/1, utsa","devender singh s/o shrinath r/o kh. no. 72/1, utsa"
"azruddin","azruddin"
"sanjay kumar  pappu","sanjay kumar  pappu"
"mushir ahmed","mushir ahmed"
"vibhuti shyamal","vibhuti shyamal"
"inderjeet","inderjeet"
"sanjay","sanjay"
"golu","golu"
"lokesh","lokesh"
"rajkumar","rajkumar"
"neeraj kandari","neeraj kandari"
"mukul verma","mukul verma"
"rijakpal","rijakpal"
"jai kishan","jai kishan"
"munna lal jain","munna lal jain"
"jai prakash kashyap","jai prakash kashyap"
"jai prakash kashyap","jai prakash kashyap"
"shishram","shishram"
"parveen aggarwal","parveen aggarwal"
"pramod paswan","pramod paswan"
"ajit","ajit"
"deelip","deelip"
"deelip","deelip"
"rahul","rahul"
"aaftaab husan","aaftaab husan"
"monu","monu"
"ramesh","ramesh"
"sawan gupta","sawan gupta"
"munna lal","munna lal"
"saurabh","saurabh"
"sarvesh kumar pandey","sarvesh kumar pandey"
"avdhesh","avdhesh"
"sohnal kumar singh","sohnal kumar singh"
"najar hussan","najar hussan"
"raman  rancho","raman  rancho"
"lavtar singh","lavtar singh"
"nanak chand","nanak chand"
"harprasad sahu","harprasad sahu"
"vikas kumar","vikas kumar"
"ashsish kumar","ashsish kumar"
"rajesh singh","rajesh singh"
"ashu","ashu"
"manjeet","manjeet"
"jaipal","jaipal"
"jalil ansari","jalil ansari"
"deepak verma","deepak verma"
"kasim","kasim"
"monu kumar","monu kumar"
"shankar kumar","shankar kumar"
"manish kumar saket","manish kumar saket"
"vijay","vijay"
"udham","udham"
"saurabh s/o","saurabh s/o"
"ayush","ayush"
"ravinder","ravinder"
"rahul","rahul"
"narayan gadri","narayan gadri"
"lakshman nath","lakshman nath"
"rahul","rahul"
"rohit","rohit"
"ajay","ajay"
"sachin kumar","sachin kumar"
"shahid","shahid"
"amarjeet","amarjeet"
"munna  ravi jaiswal","munna  ravi jaiswal"
"ishtkar","ishtkar"
"harish chand","harish chand"
"puneet jain","puneet jain"
"abhishekh","abhishekh"
"rashab","rashab"
"amit kumar shukla","amit kumar shukla"
"vinod","vinod"
"praful naag","praful naag"
"tarachand  pappu","tarachand  pappu"
"deepak rana","deepak rana"
"puran singh rastogi","puran singh rastogi"
"narender","narender"
"lal babu prasad","lal babu prasad"
"dinesh","dinesh"
"rakesh","rakesh"
"ankush","ankush"
"kuldeep","kuldeep"
"lal chand","lal chand"
"vivek","vivek"
"pankaj","pankaj"
"sanjay","sanjay"
"kiran pal","kiran pal"
"ranveer singh","ranveer singh"
"anwar","anwar"
"sadab urf golu","sadab urf golu"
"gorav","gorav"
"raj kumar  raju","raj kumar  raju"
"jitender","jitender"
"laxmikant kaka","laxmikant kaka"
"narayan parsad bhushal","narayan parsad bhushal"
"abbas","abbas"
"avinash","avinash"
"ravish","ravish"
"hukum chand","hukum chand"
"pappu  mahender singh","pappu  mahender singh"
"akash tomer","akash tomer"
"mahesh chand tiwari","mahesh chand tiwari"
"rekhai","rekhai"
"gajender kumar","gajender kumar"
"vashudev","vashudev"
"bhanwar singh","bhanwar singh"
"amit kumar","amit kumar"
"surender sain","surender sain"
"akshay kumar","akshay kumar"
"goldy","goldy"
"satyender  kalu","satyender  kalu"
"devender","devender"
"veer","veer"
"ankush  shera","ankush  shera"
"mohd. amir","mohd. amir"
"babloo","babloo"
"bhavesh dass","bhavesh dass"
"gourav","gourav"
"sunil","sunil"
"guddu rai","guddu rai"
"yogesh rawat","yogesh rawat"
"amarapal","amarapal"
"rajesh agarwal","rajesh agarwal"
"tara singh rawat","tara singh rawat"
"momin","momin"
"parnav kumar","parnav kumar"
"neeraj kumar","neeraj kumar"
"parminder","parminder"
"mustafa","mustafa"
"ajay haldar","ajay haldar"
"sanjay","sanjay"
"dharmender","dharmender"
"gaurav sethi","gaurav sethi"
"suresh","suresh"
"rohit","rohit"
"dinesh","dinesh"
"sachin kumar","sachin kumar"
"sagar","sagar"
"vipin","vipin"
"parth madan","parth madan"
"kuldeep","kuldeep"
"abhimanyu","abhimanyu"
"pawan kumar  sonu","pawan kumar  sonu"
"rohan","rohan"
"raju garg","raju garg"
"samir mishra","samir mishra"
"ram dayal","ram dayal"
"jagdish chand","jagdish chand"
"kanheya","kanheya"
"deepak","deepak"
"mushrraf","mushrraf"
"prem","prem"
"pardeep kumar","pardeep kumar"
"monu","monu"
"pawan","pawan"
"manoj kumar","manoj kumar"
"deepak","deepak"
"nithyanandham","nithyanandham"
"deepak goyal","deepak goyal"
"sunil ladkani","sunil ladkani"
"ajay","ajay"
"gopal","gopal"
"vivek","vivek"
"mahavir","mahavir"
"indra sain","indra sain"
"soni","soni"
"arun kumar","arun kumar"
"ashok sharma","ashok sharma"
"veer singh","veer singh"
"aman dahiya","aman dahiya"
"pawan","pawan"
"laxmi narayan","laxmi narayan"
"vikram dubey","vikram dubey"
"rima","rima"
"suraj","suraj"
"virender","virender"
"tara singh rawat","tara singh rawat"
"ramjan khan","ramjan khan"
"sunder","sunder"
"omparkash","omparkash"
"saddam","saddam"
"alok tiwari","alok tiwari"
"vude bhadur","vude bhadur"
"prem singh bidla","prem singh bidla"
"chetanya swaroop","chetanya swaroop"
"pinkoo  guddu","pinkoo  guddu"
"shardanand","shardanand"
"vikash","vikash"
"henkhochon haokip","henkhochon haokip"
"gaurav shankar","gaurav shankar"
"shsi kant","shsi kant"
"md. tavrej","md. tavrej"
"amrudin","amrudin"
"shahnawaz","shahnawaz"
"brij raj","brij raj"
"aman kumar","aman kumar"
"dinesh","dinesh"
"vijay kumar","vijay kumar"
"baban  suresh","baban  suresh"
"subham kumar yadav","subham kumar yadav"
"sapna","sapna"
"surendra","surendra"
"naveen","naveen"
"ram niwas","ram niwas"
"amar","amar"
"nanhu khan","nanhu khan"
"kishan","kishan"
"dharmender","dharmender"
"raja ram","raja ram"
"rishab","rishab"
"ziyabul","ziyabul"
"jag mohan","jag mohan"
"devender","devender"
"ritu raj kumar","ritu raj kumar"
"manoj kumar","manoj kumar"
"raj kapoor","raj kapoor"
"arvind agarwal  pinto","arvind agarwal  pinto"
"rajbir ahlawat","rajbir ahlawat"
"mohd faijan","mohd faijan"
"suraj","suraj"
"shyama","shyama"
"mohd. firoz","mohd. firoz"
"jagdish","jagdish"
"bhag chand","bhag chand"
"sachin","sachin"
"parbhat","parbhat"
"aamod & pramod","aamod & pramod"
"chander shekhar","chander shekhar"
"nanagram","nanagram"
"gautam","gautam"
"mohan","mohan"
"govind","govind"
"raja babu","raja babu"
"pramjot singh","pramjot singh"
"abhinav vashit","abhinav vashit"
"usha","usha"
"vivek chabra","vivek chabra"
"ashish","ashish"
"ankit","ankit"
"harish chand","harish chand"
"nootan prakash yadav","nootan prakash yadav"
"surender","surender"
"chhotelal","chhotelal"
"karan","karan"
"karan","karan"
"abdul kadir","abdul kadir"
"vikas kumar","vikas kumar"
"sambhu","sambhu"
"bablu","bablu"
"bablu","bablu"
"rajender  kaku","rajender  kaku"
"ram ldaike","ram ldaike"
"raju","raju"
"yasib","yasib"
"sone lal shah","sone lal shah"
"manoj kumar","manoj kumar"
"chhotu harijan","chhotu harijan"
"sushant","sushant"
"om prakash","om prakash"
"manish kumar","manish kumar"
"adersen","adersen"
"mukesh kumar yogi","mukesh kumar yogi"
"ramesh","ramesh"
"sagar","sagar"
"amit","amit"
"gautam kumar","gautam kumar"
"raj kumar","raj kumar"
"hardeep  hunny","hardeep  hunny"
"rohit kumar","rohit kumar"
"himanshu","himanshu"
"fitrat","fitrat"
"pankaj saini","pankaj saini"
"manish sehrawat","manish sehrawat"
"krishan","krishan"
"ravi chandra natarajan","ravi chandra natarajan"
"karunakar dehra","karunakar dehra"
"somdath","somdath"
"shiva","shiva"
"rajeev jha","rajeev jha"
"vishal","vishal"
"mukesh soni","mukesh soni"
"ashok kharkwal","ashok kharkwal"
"raj kumar","raj kumar"
"iswar sharan","iswar sharan"
"maj- koko khaing","maj- koko khaing"
"manni  manish","manni  manish"
"sonu","sonu"
"amrit patel","amrit patel"
"tausin","tausin"
"rajveer","rajveer"
"rupesh rathor","rupesh rathor"
"dinesh singh rana","dinesh singh rana"
"bhrat narayn","bhrat narayn"
"annu","annu"
"ombir singh","ombir singh"
"ombir singh","ombir singh"
"anand","anand"
"rajesh kumar","rajesh kumar"
"varun chandela","varun chandela"
"rahul","rahul"
"yameen","yameen"
"ravi singh","ravi singh"
"jitendra singh","jitendra singh"
"vivek","vivek"
"iarfan mohammad","iarfan mohammad"
"raj kumar","raj kumar"
"mukesh","mukesh"
"sahil","sahil"
"vasim","vasim"
"gaurav kumar","gaurav kumar"
"prateek kumar tiwari","prateek kumar tiwari"
"birju","birju"
"pradeep","pradeep"
"raghubir singh","raghubir singh"
"ayub khan","ayub khan"
"ram jatan","ram jatan"
"azhar  ali","azhar  ali"
"tufail","tufail"
"parveen","parveen"
"afridi","afridi"
"tahir","tahir"
"ankit tiwari","ankit tiwari"
"ravi","ravi"
"abhay","abhay"
"anuj tiwari","anuj tiwari"
"vipiv malkania","vipiv malkania"
"inderpal","inderpal"
"dinesh singh","dinesh singh"
"suraj","suraj"
"sanjit misra","sanjit misra"
"aasto","aasto"
"charan singh","charan singh"
"dhansinghpuri","dhansinghpuri"
"chottu shah","chottu shah"
"ram chander jha","ram chander jha"
"arjun","arjun"
"nirmal","nirmal"
"niranjan","niranjan"
"mantu kumar","mantu kumar"
"saurabh","saurabh"
"firakat ali","firakat ali"
"ajay","ajay"
"sagar","sagar"
"ashshwer parsad","ashshwer parsad"
"akash","akash"
"andhav","andhav"
"akhil kumar","akhil kumar"
"ranbir","ranbir"
"amit","amit"
"inderjeet mandal","inderjeet mandal"
"sikandar","sikandar"
"arjun singh","arjun singh"
"vishal mishra","vishal mishra"
"dalip shah","dalip shah"
"mohd. jafruddin","mohd. jafruddin"
"satnosh","satnosh"
"sohan lal","sohan lal"
"vinod kumar","vinod kumar"
"dinesh singh","dinesh singh"
"ajay kumar","ajay kumar"
"pawan","pawan"
"aasish  kumar","aasish  kumar"
"tavinder kumar","tavinder kumar"
"laxman","laxman"
"milan","milan"
"harishankar verma","harishankar verma"
"rahul","rahul"
"manish","manish"
"arun","arun"
"sri kant","sri kant"
"radheyshyam saini","radheyshyam saini"
"mohit","mohit"
"damanjeet singh","damanjeet singh"
"sameer","sameer"
"bhushan sahay","bhushan sahay"
"ramesh kumar","ramesh kumar"
"samadh","samadh"
"malkeet singh","malkeet singh"
"sachin","sachin"
"uma shankar","uma shankar"
"kamla prasad","kamla prasad"
"mukesh","mukesh"
"mohd. iqbal","mohd. iqbal"
"sachin","sachin"
"tikku","tikku"
"deepak","deepak"
"vikash","vikash"
"janesh","janesh"
"satender","satender"
"lakshya chauhan  lucky","lakshya chauhan  lucky"
"anoop singh","anoop singh"
"dal chand","dal chand"
"pushpendra singh rathore","pushpendra singh rathore"
"harpal singh","harpal singh"
"khimanand","khimanand"
"manoj  kumar age-24 & satesh  kumar age 18","manoj  kumar age-24 & satesh  kumar age 18"
"akshit","akshit"
"chandan kumar","chandan kumar"
"vinay","vinay"
"pancham","pancham"
"ritu raj","ritu raj"
"vinay kumar upadhayay","vinay kumar upadhayay"
"shekher","shekher"
"vinod","vinod"
"abhishek yadav","abhishek yadav"
"abhishek yadav","abhishek yadav"
"manish khandelwal","manish khandelwal"
"bir singh","bir singh"
"ram niwas","ram niwas"
"rajkumar saini s/o madan lal saini","rajkumar saini s/o madan lal saini"
"rakesh","rakesh"
"mohd sajim","mohd sajim"
"shankarlal s/o sukharam","shankarlal s/o sukharam"
"rahul sharma","rahul sharma"
"neeraj kishore","neeraj kishore"
"ishwar","ishwar"
"bilal","bilal"
"ravi parkash solanki","ravi parkash solanki"
"rohit kumar tiwari","rohit kumar tiwari"
"pramod","pramod"
"manjeet kumar","manjeet kumar"
"vimal kumar","vimal kumar"
"vijay","vijay"
"abbas mehndi","abbas mehndi"
"omprkash","omprkash"
"deepak rathore","deepak rathore"
"masoom","masoom"
"deepak kamat","deepak kamat"
"ajay  ajju","ajay  ajju"
"abhishek","abhishek"
"toquir ali","toquir ali"
"shyam sundra","shyam sundra"
"ankit","ankit"
"sarthak dadwal","sarthak dadwal"
"armaan  suvalin","armaan  suvalin"
"kunal kishore","kunal kishore"
"nabav shekh","nabav shekh"
"kasim ansari","kasim ansari"
"nitin parkash","nitin parkash"
"deepak","deepak"
"subin sugathan","subin sugathan"
"mayur agarwal","mayur agarwal"
"madan lal","madan lal"
"vinay kumar","vinay kumar"
"ghansyam soni","ghansyam soni"
"ram dutt","ram dutt"
"sanjeev sharma","sanjeev sharma"
"devender singh","devender singh"
"asharam","asharam"
"son pal sonu kumar","son pal sonu kumar"
"badri prsad mishra","badri prsad mishra"
"azad ali","azad ali"
"jorj vargees","jorj vargees"
"naresh adhikari","naresh adhikari"
"deepu","deepu"
"pawan singh","pawan singh"
"aashik","aashik"
"amit kumar verma","amit kumar verma"
"subham  vikash","subham  vikash"
"sugodh kumar","sugodh kumar"
"ashok","ashok"
"satish","satish"
"sanjeev","sanjeev"
"munender singh","munender singh"
"krishan kumar","krishan kumar"
"suraj","suraj"
"ashutosh  deepak","ashutosh  deepak"
"rajkumar","rajkumar"
"saddam hussain","saddam hussain"
"harender","harender"
"jay kumar","jay kumar"
"mohd imran  munna","mohd imran  munna"
"amit","amit"
"shyam sunder","shyam sunder"
"parmod","parmod"
"mangat singh","mangat singh"
"sanjeev","sanjeev"
"aryan prateek","aryan prateek"
"rahul chauhan","rahul chauhan"
"savan","savan"
"mohd siwam","mohd siwam"
"aarif","aarif"
"rajender kumar","rajender kumar"
"dinesh","dinesh"
"manish  mukesh","manish  mukesh"
"ramesh singh negi","ramesh singh negi"
"patikmonu","patikmonu"
"nand kishor","nand kishor"
"rajeev luka","rajeev luka"
"sarad raghuvansi","sarad raghuvansi"
"ram prakash","ram prakash"
"sh pratap singh","sh pratap singh"
"liyakat ali","liyakat ali"
"vicky","vicky"
"bodh raj kala","bodh raj kala"
"pankaj ratori","pankaj ratori"
"leela dhar narang","leela dhar narang"
"devender","devender"
"chanchal","chanchal"
"abdul rehman","abdul rehman"
"shamshad","shamshad"
"bittu paswan","bittu paswan"
"shashank sharma","shashank sharma"
"hare chatiyan","hare chatiyan"
"deepak","deepak"
"vipulander","vipulander"
"yogesh","yogesh"
"abdul rahman","abdul rahman"
"raju","raju"
"khuma ram","khuma ram"
"naresh chand  pappu","naresh chand  pappu"
"saurabh","saurabh"
"komal / kabila","komal / kabila"
"vikash  mungeri","vikash  mungeri"
"deepak kumar mishra","deepak kumar mishra"
"piyush","piyush"
"lakhan","lakhan"
"nadim","nadim"
"sahdab","sahdab"
"deepak","deepak"
"tufel","tufel"
"tekchand","tekchand"
"ravi kumar","ravi kumar"
"bobby","bobby"
"pankaj","pankaj"
"amit kumar","amit kumar"
"tejvir","tejvir"
"sachin kumar","sachin kumar"
"dilip","dilip"
"ravi shankar","ravi shankar"
"deepak","deepak"
"subodh","subodh"
"pramood","pramood"
"dev","dev"
"devender","devender"
"sureshtinku","sureshtinku"
"shri kant","shri kant"
"om parkash","om parkash"
"muntiyaj","muntiyaj"
"raja kumar","raja kumar"
"chetan pandey","chetan pandey"
"lilu","lilu"
"surjeet","surjeet"
"dev","dev"
"raju","raju"
"sunder lal","sunder lal"
"aman bhatt","aman bhatt"
"ratikant maghi","ratikant maghi"
"anil kumar","anil kumar"
"deva","deva"
"firoz","firoz"
"rahul","rahul"
"dr. hema hari pago","dr. hema hari pago"
"raghuveer","raghuveer"
"dheeraj","dheeraj"
"sardar sarbjeet singh","sardar sarbjeet singh"
"raman sharma","raman sharma"
"lalit rastogi","lalit rastogi"
"sita ram","sita ram"
"dharmbir singh","dharmbir singh"
"krishan","krishan"
"ritik","ritik"
"ketan","ketan"
"angreg singh","angreg singh"
"dinesh","dinesh"
"sitaram bairwa","sitaram bairwa"
"rampati","rampati"
"rahul","rahul"
"karan bajaj","karan bajaj"
"abhishek","abhishek"
"ramsurat","ramsurat"
"jitendra kumar","jitendra kumar"
"sanjeev","sanjeev"
"lalit kumar","lalit kumar"
"jockyipai","jockyipai"
"aslam ali","aslam ali"
"suraj kumar","suraj kumar"
"jitender","jitender"
"murli dhar","murli dhar"
"rehman khan","rehman khan"
